StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
      110,      00,   197506,   3.31,  67.51,   3.99,   3.99,   1.69,   3.99,    200,     43,    .81,    .97,    .89,   1.96,   1.23,   1.23,   1.52,  55.15,  79.88
      110,      00,   197507,   2.97,  73.56,    4.2,    4.2,   1.89,    4.2,    295,      7,    .48,    .81,    .96,   1.83,   1.46,   1.65,   1.58,  60.98,  86.13
      110,      00,   197508,   2.83,  71.53,   4.37,   4.37,   1.79,   4.37,    289,     16,    .58,    .67,    .96,    1.7,   1.78,   1.34,   1.79,  58.78,  84.25
      110,      00,   197509,   2.66,  62.89,   4.37,   4.37,   1.36,   4.37,    122,    106,    .39,    .63,    .74,   1.06,   2.02,   1.33,   1.62,  50.02,  75.78
      110,      00,   197510,    2.3,  54.63,   4.11,   4.11,    .55,   4.11,     52,    248,    .18,    .32,     .5,    .96,   1.76,   1.46,   1.64,  41.68,  67.57
      110,      00,   197511,   2.28,   42.6,   3.86,   3.86,    .53,   3.86,     12,    486,     .1,    .19,    .29,    .69,   1.31,   1.55,   1.34,  31.03,  54.19
      110,      00,   197512,   2.11,  34.29,   3.56,   3.56,    .28,   3.56,      5,    815,   -.47,   -.21,    -.1,    .25,    .62,   1.43,   1.05,  24.01,  44.55
      110,      00,   197601,   1.76,  29.93,    -.1,   3.09,    -.3,   2.91,      4,    976,     -1,   -.96,   -.66,   -.19,     .3,    .93,    .64,  18.37,  41.47
      110,      00,   197602,   1.89,  39.56,   -.44,   2.42,  -1.05,   1.77,     10,    615,   -.49,  -1.15,  -1.19,   -.47,   -.04,    .59,    .68,   27.5,  51.62
      110,      00,   197603,   2.57,  42.31,   -.43,   2.13,   -.11,    1.4,     23,    556,     .2,   -.16,   -.81,   -.53,   -.16,    .21,    .64,  30.22,  54.41
      110,      00,   197604,   2.29,  51.85,   -.65,   1.66,   -.77,    .59,     28,    327,    -.5,   -.14,   -.37,   -.78,   -.35,    .09,    .57,  39.11,  64.58
      110,      00,   197605,   2.93,  59.04,   -.38,   1.68,    .59,    .83,     68,    189,    .06,   -.26,   -.11,   -.85,   -.45,   -.09,    .51,  45.84,  72.25
      110,      00,   197606,   2.77,   67.8,   -.34,   1.52,    .02,    .65,    201,     34,   -.43,   -.25,   -.43,   -.82,   -.65,   -.34,    .56,  54.66,  80.94
      110,      00,   197607,   2.74,   72.9,   -.09,   1.57,    .64,    .91,    281,     10,   -.17,   -.39,   -.29,   -.48,   -.74,   -.44,    .73,  59.95,  85.86
      110,      00,   197608,      2,  70.66,   -.49,      1,  -1.22,   -.06,    239,     23,  -1.83,  -1.25,   -1.1,   -.78,  -1.14,   -.78,    .33,  57.34,  83.97
      110,      00,   197609,   2.45,  64.18,    .05,    .95,    .14,   -.05,    125,     88,   -.09,  -1.08,   -.94,   -.85,  -1.09,   -.88,    .24,  51.19,   77.2
      110,      00,   197610,   2.44,     50,     .7,   1.51,   1.99,    .98,     25,    378,    .41,    .23,   -.48,    -.5,   -.63,   -.83,    .38,  37.22,  62.76
      110,      00,   197611,   1.11,  38.48,   -.63,    .73,  -1.89,   -.45,      8,    679,  -1.91,  -1.01,   -.83,  -1.18,  -1.01,  -1.32,    .06,  26.38,  50.59
      110,      00,   197612,   1.36,  30.92,  -1.42,  -1.42,  -2.57,  -1.42,      4,    943,  -1.82,  -2.59,  -1.68,  -1.65,  -1.46,  -1.61,   -.17,  18.68,  43.16
      110,      00,   197701,   1.58,  23.09,  -2.31,  -2.31,  -3.11,  -2.31,      1,   1184,  -1.41,  -2.18,  -2.88,  -2.01,  -1.71,  -1.59,   -.43,  12.52,  33.66
      110,      00,   197702,   1.23,  36.03,  -3.34,  -3.34,  -3.78,  -3.34,      4,    750,  -2.17,  -2.67,  -3.09,  -2.35,  -2.16,  -1.84,   -.83,  23.56,  48.51
      110,      00,   197703,    3.1,  43.18,  -2.57,  -2.57,   1.28,     -2,     22,    544,   1.22,   -.37,  -1.24,  -2.12,  -1.92,  -1.66,    -.9,  31.37,  54.97
      110,      00,   197704,   2.27,  54.07,  -2.85,  -2.85,  -1.64,  -2.85,     35,    283,   -.55,    .54,   -.57,  -3.09,  -2.21,   -1.8,  -1.01,  40.57,  67.59
      110,      00,   197705,   2.67,  61.66,  -2.94,  -2.94,  -1.15,  -2.94,    119,    137,   -.48,   -.67,    .14,   -1.9,  -1.86,  -1.84,  -1.18,  49.23,   74.1
      110,      00,   197706,   2.49,  70.34,  -3.21,  -3.21,   -1.7,  -3.21,    213,     41,  -1.02,   -.96,  -1.01,  -1.43,  -1.91,   -1.9,  -1.43,  57.11,  83.55
      110,      00,   197707,   2.56,  74.43,  -3.46,  -3.46,  -1.75,  -3.46,    347,      8,   -.67,  -1.04,  -1.02,  -1.03,   -2.1,  -1.89,  -1.53,  61.36,  87.49
      110,      00,   197708,   3.55,  71.78,    .81,  -2.29,   2.43,  -1.27,    292,     16,   2.28,   1.31,    .25,    .14,  -1.26,  -1.37,  -1.37,  59.54,  84.02
      110,      00,   197709,   3.22,  65.93,   1.32,  -1.46,   1.79,    .27,    179,     65,   1.71,   2.68,   1.88,    .31,   -.37,  -1.09,  -1.24,  54.07,  77.77
      110,      00,   197710,   2.19,  53.98,   1.27,  -1.23,    .24,    .53,     43,    303,   -.01,    .88,   1.84,    .45,    .01,  -1.22,  -1.33,  41.27,  66.69
      110,      00,   197711,   2.86,  42.87,   1.58,   -.66,   1.33,   1.46,     16,    508,   1.05,     .7,   1.22,    1.1,    .83,   -.47,  -1.15,  32.34,  53.38
      110,      00,   197712,   2.72,  33.28,   1.91,   1.91,    1.5,   1.91,      5,    846,    .64,   1.11,    .84,   1.63,    .68,    .14,   -.94,  23.31,  43.25
      110,      00,   197801,   3.18,  25.86,   2.95,   2.95,   3.71,   2.95,      2,   1061,   1.58,   1.52,   1.69,   2.35,   1.32,    .86,   -.47,  16.86,  34.84
      110,      00,   197802,   1.77,  27.99,   2.54,   2.54,   -.32,   2.35,      1,    953,   -.78,    .82,   1.03,    1.5,   1.41,   1.14,   -.51,  18.14,  37.83
      110,      00,   197803,   2.26,  41.31,   2.02,   2.02,   -.79,   1.44,     10,    677,   -.46,   -.86,    .41,    .87,   1.47,    .72,   -.59,  29.89,   52.7
      110,      00,   197804,   2.54,  51.58,   1.82,   1.82,    .04,   1.22,     32,    361,    .07,   -.23,   -.61,    .93,   1.57,    .89,   -.53,  39.76,  63.41
      110,      00,   197805,   3.64,  59.74,   2.41,   2.41,   2.32,   2.41,     96,    170,   1.39,      1,    .54,    .98,   1.41,   1.32,   -.37,  47.61,  71.87
      110,      00,   197806,   2.55,  68.94,   -.32,   1.85,   -.95,   1.37,    216,     36,    -.9,    .41,    .34,    .44,     .8,   1.36,   -.44,  55.76,  82.09
      110,      00,   197807,   2.75,   73.8,    .07,   1.72,     .2,   1.28,    311,      9,   -.14,   -.69,    .25,   -.27,    .78,   1.45,   -.46,  60.69,  86.92
      110,      00,   197808,   2.77,   71.8,     .3,   1.79,    .72,   1.58,    295,     14,    .43,    .12,   -.43,    .05,    .56,   1.06,   -.24,  58.78,  84.83
      110,      00,   197809,   2.44,  65.84,   -.12,   1.48,   -.36,   1.06,    176,     66,   -.11,    .18,    .08,    .26,    .38,     .7,   -.27,   53.4,  78.28
      110,      00,   197810,   1.11,  54.41,  -1.03,  -1.03,  -2.76,  -1.03,     51,    291,  -1.96,  -1.39,  -1.08,   -.55,   -.76,    .22,   -.66,  40.44,  68.36
      110,      00,   197811,    2.6,  41.47,    .15,   -.77,    .45,   -.33,     20,    533,    .63,   -.82,    -.7,   -.76,   -.37,    .08,   -.23,   31.1,  51.84
      110,      00,   197812,   2.53,   29.8,    .21,   -.62,    .23,    .07,      9,    859,    .29,    .63,   -.49,   -.37,   -.14,      0,    .19,  19.38,  40.24
      110,      00,   197901,   3.31,   21.9,   1.13,   1.13,   2.81,   1.13,      4,   1084,   1.78,   1.45,   1.42,    .34,     .4,    .06,    .65,  12.58,  31.26
      110,      00,   197902,    2.6,  28.13,    1.7,    1.7,   2.06,    1.7,      4,    942,   1.08,   2.08,   1.83,     .6,    .27,    .42,    .99,  17.56,  38.68
      110,      00,   197903,    2.8,  42.06,   1.75,   1.75,    .67,   1.75,     14,    584,    .66,   1.13,   1.96,    .85,    .69,    .67,    .89,  31.06,  53.08
      110,      00,   197904,   3.07,  50.14,   2.26,   2.26,   2.08,   2.26,     33,    374,   1.19,   1.13,   1.41,    1.8,   1.02,    .96,   1.08,  38.53,  61.77
      110,      00,   197905,   3.23,  59.13,   2.49,   2.49,    1.4,   2.49,     83,    160,    .65,   1.14,   1.14,   1.93,   1.06,    .75,   1.24,   46.8,  71.47
      110,      00,   197906,   2.54,  67.82,   2.03,   2.03,   -.62,    1.7,    184,     42,   -.92,   -.16,    .45,   1.69,    .84,    .73,   1.29,  54.57,  81.07
      110,      00,   197907,    3.3,  73.13,   2.53,   2.53,   2.13,   2.53,    293,      9,   1.42,     .1,    .39,   1.23,   1.78,    .97,   1.55,  60.49,  85.77
      110,      00,   197908,   2.99,  70.97,   3.05,   3.05,   2.34,   3.05,    261,     18,    .99,   1.71,    .56,    1.2,   1.97,    1.1,   1.37,  58.66,  83.26
      110,      00,   197909,   2.51,  66.09,   2.74,   2.74,    .01,   2.68,    156,     64,    .05,    .65,   1.19,      1,   2.03,   1.15,    1.2,  52.36,  79.83
      110,      00,   197910,    2.2,  55.26,   2.48,   2.48,    .06,   2.38,     52,    279,    .01,    .01,     .4,    .52,   1.21,   1.68,   1.24,  42.12,   68.4
      110,      00,   197911,   2.34,  39.94,   2.51,   2.51,    .88,   2.51,     12,    548,     .2,    .14,    .12,    .34,    .88,   1.59,   1.07,  29.03,  50.83
      110,      00,   197912,   1.86,  36.03,   2.05,   2.05,   -.62,   1.72,      6,    759,   -.92,   -.43,   -.35,    .28,    .43,   1.28,    .84,  24.93,  47.14
      110,      00,   198001,   2.65,  31.12,   2.23,   2.23,   1.17,   2.23,      7,    886,    .72,   -.15,    .01,     .2,    .36,    .88,    .66,  21.85,  40.37
      110,      00,   198002,   1.92,  32.85,   2.02,   2.02,    .06,   1.98,      3,    827,   -.42,    .28,   -.36,   -.15,    .07,    .56,    .69,  22.41,   43.3
      110,      00,   198003,   3.39,  39.36,   2.88,   2.88,   3.21,   2.88,     14,    685,   1.72,   1.01,   1.22,    .46,    .83,    .84,    .96,  28.31,   50.4
      110,      00,   198004,   2.38,  51.44,   -.12,   2.46,   -.37,   2.25,     23,    350,   -.29,   1.01,    .69,    .44,     .5,    .57,    .91,  38.41,  64.44
      110,      00,   198005,   3.09,  60.28,    .19,   2.39,    .57,   2.35,     96,    158,    .38,    .09,    .93,    .41,    .37,    .48,    .76,  47.79,  72.73
      110,      00,   198006,   2.31,  68.74,   -.54,   1.61,  -1.61,    .82,    199,     56,  -1.38,   -.65,   -.65,    .29,   -.03,    .36,    .71,   55.4,  82.06
      110,      00,   198007,   1.97,  75.76,  -1.48,  -1.48,     -3,  -1.48,    372,      7,  -2.27,  -2.04,  -1.35,   -.57,   -.46,   -.24,    .49,  61.97,  89.53
      110,      00,   198008,   2.57,  72.79,  -1.79,  -1.79,  -1.37,  -1.79,    338,     13,   -.11,  -1.57,  -1.83,   -.51,   -.58,   -.42,    .44,  59.77,   85.8
      110,      00,   198009,   2.79,  66.24,  -1.52,  -1.52,    .23,  -1.34,    190,     59,    .69,    .42,   -.76,    -.9,   -.13,    -.3,    .54,  53.35,  79.11
      110,      00,   198010,   1.87,  52.59,   -1.5,   -1.5,   -.39,  -1.42,     41,    323,   -.56,   -.05,   -.12,   -.98,   -.52,   -.43,    .79,  39.51,  65.68
      110,      00,   198011,   1.76,  42.31,  -2.06,  -2.06,  -2.16,  -2.06,     11,    578,   -.78,   -.92,   -.45,  -1.32,   -.62,    -.7,    .53,  30.99,  53.64
      110,      00,   198012,   1.57,  35.19,  -3.11,  -3.11,  -3.79,  -3.11,      4,    832,  -1.44,  -1.48,  -1.42,   -1.4,  -1.36,   -.82,    .31,  24.21,  46.17
      110,      00,   198101,    .98,  32.41,  -4.78,  -4.78,  -5.97,  -4.78,      2,    979,  -2.98,  -2.72,  -2.59,  -1.66,  -1.93,  -1.42,   -.32,  21.29,  43.54
      110,      00,   198102,   2.17,  36.59,  -5.75,  -5.75,  -4.39,  -5.75,      6,    692,    .15,  -2.03,  -2.62,   -1.7,  -2.02,  -1.34,   -.45,  24.71,  48.45
      110,      00,   198103,   2.21,  42.85,  -5.84,  -5.84,  -2.03,  -5.84,     10,    627,   -.58,   -.29,  -2.08,  -2.33,  -1.98,  -1.79,   -.61,  31.05,  54.66
      110,      00,   198104,   2.19,  55.13,  -5.99,  -5.99,  -2.27,  -5.99,     52,    272,   -.74,   -.86,   -.61,  -3.09,  -1.86,  -2.02,   -.86,  42.37,  67.89
      110,      00,   198105,   3.55,  58.96,    .77,   -4.6,   2.32,  -3.69,     77,    177,   1.23,    .45,    .05,  -1.53,  -1.37,  -1.75,   -.79,  46.85,   71.1
      110,      00,   198106,   3.41,  69.82,   1.11,  -3.71,   1.26,  -2.31,    253,     30,   1.07,    1.5,    .78,   -.61,  -1.23,  -1.29,   -.58,  57.36,  82.26
      110,      00,   198107,   3.09,  73.96,   1.62,  -2.71,   1.86,   -.65,    330,      8,    .82,   1.18,   1.58,    .51,   -.93,   -.83,   -.65,  61.36,  86.54
      110,      00,   198108,   2.76,   72.1,   1.88,     -2,   1.29,    .43,    272,     13,     .4,    .77,   1.18,    .59,   -.69,   -.76,   -.71,  59.25,  84.96
      110,      00,   198109,   2.08,  64.92,   1.35,  -2.12,   -.99,   -.11,    137,     80,    -.9,   -.43,    .04,    .56,    -.5,  -1.07,   -.86,  51.76,  78.08
      110,      00,   198110,    3.1,  52.32,   2.29,   -.84,   3.21,   2.04,     43,    336,   1.46,    .59,    .66,   1.47,    .77,   -.55,   -.64,  40.95,  63.68
      110,      00,   198111,   2.01,  44.74,   2.02,   -.78,   -.08,   1.84,     12,    516,   -.35,    .77,    .25,    .76,    .54,   -.46,   -.72,  33.22,  56.25
      110,      00,   198112,   2.41,  33.66,   2.24,   2.24,   1.29,   2.24,      4,    849,    .07,   -.17,    .63,    .45,    .72,   -.08,    -.5,  23.86,  43.45
      110,      00,   198201,   2.84,  26.22,   3.02,   3.02,   3.01,   3.02,      6,   1059,   1.04,    .75,    .39,    .63,   1.22,    .76,    -.4,  15.12,  37.33
      110,      00,   198202,   2.23,  32.59,   3.03,   3.03,    .97,   3.03,     11,    771,    .29,    .99,    .83,    .65,   1.02,    .79,   -.32,  21.79,  43.38
      110,      00,   198203,   2.51,  42.03,   2.65,   2.65,   -.22,   2.49,     22,    622,    .08,    .25,    .82,    .94,    .75,    .93,   -.57,  31.21,  52.83
      110,      00,   198204,   2.52,  48.63,   2.71,   2.71,   1.01,   2.71,     28,    417,    .03,    .09,    .23,    .43,    .62,   1.11,   -.53,   36.3,  60.96
      110,      00,   198205,   3.42,   60.8,   2.86,   2.86,   1.29,   2.86,    114,    128,      1,     .7,    .55,    .86,    .77,   1.04,   -.47,  48.43,  73.15
      110,      00,   198206,   3.31,  66.33,   3.25,   3.25,   2.06,   3.25,    166,     66,    .81,   1.17,    .88,   1.12,   1.15,    .99,   -.21,  54.03,  78.58
      110,      00,   198207,   2.95,   73.2,   3.64,   3.64,   2.16,   3.64,    313,     10,    .42,    .77,   1.11,    .75,    .75,     .9,    .04,  60.78,  85.62
      110,      00,   198208,   2.55,  72.09,   3.57,   3.57,    .92,   3.57,    261,     22,   -.16,    .09,    .53,    .63,     .9,    .81,    .04,  59.59,  84.56
      110,      00,   198209,   2.45,  64.04,   3.33,   3.33,    .38,   3.33,    138,     81,   -.09,   -.17,    .06,    .65,    .95,      1,   -.07,  52.05,  76.03
      110,      00,   198210,   2.33,  53.26,   3.31,   3.31,    .96,   3.31,     44,    274,    .23,     .1,   -.01,     .7,    .59,    .65,    .06,  41.14,  65.35
      110,      00,   198211,   2.99,  41.13,   3.87,   3.87,   2.71,   3.87,     16,    532,   1.26,      1,    .77,    .86,     .9,   1.12,    .43,  31.08,  51.17
      110,      00,   198212,   3.76,  35.82,   5.15,   5.15,   5.06,   5.15,     11,    704,   2.53,   2.32,   1.96,   1.57,   1.66,   1.89,    1.1,   26.6,  45.05
      110,      00,   198301,   2.08,  33.12,    5.1,    5.1,   1.42,    5.1,      5,    876,   -.34,   1.45,   1.74,   1.27,   1.53,   1.37,    1.3,  23.86,  42.35
      110,      00,   198302,   2.68,  36.86,   5.15,   5.15,   1.73,   5.15,      5,    707,   1.25,    .56,   1.91,   1.74,   1.79,   1.66,   1.42,  27.19,  46.53
      110,      00,   198303,    3.7,   42.4,   5.73,   5.73,   3.35,   5.73,      9,    595,   2.23,   2.24,   1.72,   2.43,   2.15,   2.25,   1.78,  32.76,  52.03
      110,      00,   198304,    3.2,  47.01,   6.31,   6.31,    3.5,   6.31,     14,    434,   1.44,   2.18,   2.29,   2.52,    2.3,   2.47,      2,   35.8,  58.21
      110,      00,   198305,   3.47,  57.94,    6.5,    6.5,   2.53,    6.5,     75,    198,   1.09,   1.56,    2.2,   2.78,   2.54,   2.56,   2.09,  45.36,  70.54
      110,      00,   198306,   2.95,   67.1,   6.09,   6.09,    .78,   6.09,    188,     40,   -.04,    .73,   1.27,   2.12,   2.78,   2.46,   2.02,  54.54,  79.65
      110,      00,   198307,   2.08,  73.99,   5.13,   5.13,  -1.01,   4.71,    344,      8,  -1.98,  -1.07,   -.23,   1.69,   2.36,      2,   1.81,     61,  86.97
      110,      00,   198308,   2.37,  75.06,      4,      4,  -1.81,   2.87,    353,      6,   -.68,  -1.71,  -1.22,   1.06,   1.91,    1.9,   1.67,  62.13,  87.96
      110,      00,   198309,   2.26,  65.59,   3.25,   3.25,  -1.02,   1.73,    167,     58,   -.51,   -.78,  -1.58,   -.02,    .95,   1.82,    1.8,  52.47,  78.73
      110,      00,   198310,   2.61,     55,   3.24,   3.24,    .96,   2.05,     56,    257,    .69,    .21,   -.11,   -.22,   1.26,   1.91,   1.69,   43.3,  66.69
      110,      00,   198311,   3.92,  43.03,   4.25,   4.25,   4.04,   4.25,     13,    523,   2.72,   2.24,   1.69,    .56,   1.89,   2.49,   2.28,  33.28,  52.77
      110,      00,   198312,   3.44,  25.47,   5.32,   5.32,   4.53,   5.32,      6,    987,   1.94,   2.92,   2.71,   1.32,   1.67,   2.41,   2.38,  16.52,  34.43
      110,      00,   198401,   1.35,  28.83,   4.69,   4.69,   -.25,   4.54,      4,    994,  -1.96,    .19,   1.64,   1.12,    .79,   1.85,   1.83,  18.72,  38.97
      110,      00,   198402,   2.11,  37.38,    4.2,    4.2,   -.02,   3.99,      6,    649,    .02,  -1.48,    .18,   1.33,    .52,   1.61,    1.8,  25.93,  48.85
      110,      00,   198403,   2.75,  40.08,   4.12,   4.12,   1.05,   4.12,     14,    696,    .56,    .42,   -.83,   1.62,    .68,   1.09,   1.86,  29.17,  50.99
      110,      00,   198404,   2.95,   49.6,   4.33,   4.33,   1.92,   4.33,     25,    381,    .95,    .93,     .8,    1.6,    1.3,      1,   1.94,  37.96,  61.23
      110,      00,   198405,   3.15,  60.08,   4.16,   4.16,    .81,   4.16,     96,    179,     .5,     .9,    .92,    .73,   1.49,    .83,   1.97,  47.19,  72.97
      110,      00,   198406,   2.93,  68.61,   3.81,   3.81,    .23,   3.81,    229,     34,   -.08,    .26,    .65,   -.08,   1.63,    .82,   1.92,  56.08,  81.14
      110,      00,   198407,   2.83,  73.17,   3.71,   3.71,     .9,   3.71,    292,      9,    .08,   -.02,    .21,    .59,   1.45,   1.16,   1.98,  60.24,  86.07
      110,      00,   198408,   2.43,  73.13,   3.19,   3.19,   -.42,   2.97,    307,      9,    -.5,   -.35,   -.28,    .45,    .42,    1.2,   1.91,   60.4,  85.86
      110,      00,   198409,   1.91,  63.14,   2.49,   2.49,  -1.13,   1.77,    142,     93,  -1.26,  -1.26,   -.97,   -.11,   -.52,   1.04,   1.83,  50.25,  76.01
      110,      00,   198410,   3.65,   53.6,   3.65,   3.65,   4.25,   3.65,     66,    234,   2.29,   1.07,    .72,    .62,    .86,   1.55,   2.31,  42.98,  64.22
      110,      00,   198411,   2.85,  41.54,   4.24,   4.24,   2.91,   4.24,     10,    577,   1.03,   2.21,   1.35,    .88,   1.16,   1.04,   2.23,  30.83,  52.25
      110,      00,   198412,   2.49,  34.54,    4.8,    4.8,   2.99,    4.8,     15,    710,    .22,    .85,   1.89,    .94,   1.04,    .59,   1.73,  24.64,  44.46
      110,      00,   198501,   1.42,  26.31,   4.28,   4.28,   -.09,   4.19,      2,   1054,  -1.79,   -.91,   -.08,    .33,    .38,    .59,   1.44,   16.2,  36.43
      110,      00,   198502,    2.1,  30.87,   4.05,   4.05,    .63,   4.05,      6,    804,   -.01,  -1.37,   -.88,    .48,    .24,    .59,    1.3,  20.03,  41.68
      110,      00,   198503,   2.48,  43.48,   -.24,   3.39,   -.73,   3.05,     23,    562,    .02,    .02,  -1.12,    .87,    .27,    .47,    .97,  32.04,  54.93
      110,      00,   198504,   1.97,  54.36,  -1.09,   2.17,  -2.62,    .77,     39,    270,   -1.3,   -.77,   -.64,   -.45,   -.01,    .07,    .65,  41.29,  67.42
      110,      00,   198505,   2.55,  62.08,  -1.58,   1.34,  -1.81,   -.72,    111,    134,   -.74,  -1.36,   -.99,  -1.27,   -.12,   -.22,    .39,  48.97,  75.16
      110,      00,   198506,   2.62,  68.11,  -1.68,    .94,   -.79,  -1.29,    197,     50,   -.75,   -.94,  -1.31,  -1.56,   -.03,   -.36,     .3,  54.93,  81.28
      110,      00,   198507,   2.72,  74.05,  -1.82,  -1.82,   -.93,  -1.82,    312,      6,   -.22,   -.64,   -.85,   -.96,    -.8,   -.42,    .47,  60.76,  87.33
      110,      00,   198508,   2.93,  71.02,     .3,  -1.33,    .91,   -.82,    267,     20,    .84,    .37,   -.18,    -.8,  -1.03,   -.21,    .64,  58.21,  83.84
      110,      00,   198509,      3,  62.73,    .98,    .98,   2.13,    .98,    141,     77,   1.18,   1.34,    .99,   -.41,   -.87,    .28,    .87,  50.94,   74.5
      110,      00,   198510,   3.18,   54.3,   1.82,   1.82,   2.83,   1.82,     67,    251,   1.59,   1.87,   2.01,    .69,    .16,    .09,   1.07,  42.84,  65.75
      110,      00,   198511,   3.54,  39.51,   3.22,   3.22,   4.74,   3.22,     27,    518,   2.13,   2.42,   2.52,   2.11,    .88,    .39,    .95,  30.22,  48.79
      110,      00,   198512,   1.46,  28.81,   3.33,   3.33,   1.33,   3.33,      4,    948,  -1.64,    .48,    1.2,   1.43,    .39,   -.08,    .41,  18.14,  39.47
      110,      00,   198601,   1.45,  34.68,   2.91,   2.91,   -.22,   2.76,      7,    852,  -1.71,  -2.22,   -.37,    .86,    .28,   -.06,    .43,  23.32,  46.04
      110,      00,   198602,   2.82,  35.85,   3.37,   3.37,   2.28,   3.37,     10,    723,   1.53,   -.16,  -1.23,   1.17,    .89,    .24,    .61,  25.75,  45.95
      110,      00,   198603,   1.98,  46.18,   1.99,   1.99,   -3.1,     .7,     17,    542,  -1.13,    .33,   -.77,    .51,    .78,    .03,    .38,  33.78,  58.59
      110,      00,   198604,   2.24,  52.86,   1.36,   1.36,  -1.28,   -.43,     34,    305,   -.62,  -1.17,   -.02,   -.31,    .69,     .2,     .2,   40.3,  65.44
      110,      00,   198605,   2.95,  61.09,   1.17,   1.17,   -.14,    -.6,    106,    135,     .1,    -.3,   -.79,  -1.35,    .51,    .35,    .11,  48.45,  73.72
      110,      00,   198606,   3.03,  70.41,   1.02,   1.02,   -.11,   -.71,    230,     32,    .14,    .13,   -.19,   -.64,    .24,    .52,    .14,  57.65,  83.16
      110,      00,   198607,   2.75,  73.51,    .91,    .91,   -.02,   -.73,    338,     12,   -.14,    .01,    .01,    -.1,    -.3,    .51,     .1,  60.93,  86.09
      110,      00,   198608,   2.82,  71.73,   1.08,   1.08,    .79,   -.24,    261,     20,    .56,    .22,    .25,   -.47,   -.92,    .48,    .22,  58.86,  84.58
      110,      00,   198609,   3.59,   63.7,   2.18,   2.18,   3.65,   1.74,    159,     83,   2.63,   2.11,   1.66,    .79,    .21,    .76,     .7,  52.81,  74.59
      110,      00,   198610,   2.81,  54.01,   2.66,   2.66,   2.11,   2.66,     50,    265,   1.01,   2.16,   2.15,   1.44,   1.04,    .61,    .46,  42.42,  65.59
      110,      00,   198611,   2.94,   41.4,   3.38,   3.38,   2.99,   3.38,     25,    561,   1.18,   1.45,   2.18,   2.06,    .95,    .32,    .49,  31.44,  51.33
      110,      00,   198612,      2,  34.43,   3.61,   3.61,   1.73,   3.61,      9,    796,   -.67,    .41,    .83,   1.48,   1.01,    .58,    .41,  25.14,  43.72
      110,      00,   198701,   2.17,  31.44,    3.8,    3.8,   1.69,    3.8,      5,    917,   -.16,   -.58,    .25,   1.38,   1.11,    .89,    .59,  21.36,  41.52
      110,      00,   198702,   2.33,  37.38,   3.62,   3.62,    .64,   3.62,      7,    709,    .51,    .18,   -.28,   1.43,   1.35,    .66,    .65,  27.16,  47.62
      110,      00,   198703,   2.67,  42.57,    .04,   3.29,    .12,   3.28,     13,    578,    .41,    .61,    .36,    .83,   1.34,    .99,    .67,  31.24,  53.87
      110,      00,   198704,   1.46,  53.53,  -1.26,   1.69,  -3.78,    .11,     22,    315,  -2.74,  -1.34,   -.77,   -.24,    .79,    .66,    .54,  39.38,  67.66
      110,      00,   198705,   3.24,  62.96,  -1.33,   1.32,    -.6,   -.46,    127,    117,    .67,  -1.06,   -.56,   -.61,    .82,    .77,    .69,  50.54,  75.36
      110,      00,   198706,   2.81,  70.25,  -1.47,    .91,   -.83,  -1.09,    240,     23,   -.35,    .22,   -.93,   -.49,    .12,    .66,    .76,  57.22,  83.28
      110,      00,   198707,   2.83,  73.27,  -1.48,    .65,   -.49,  -1.39,    329,     10,    .08,    -.2,    .18,   -.38,   -.18,    .67,     .8,  60.69,  85.82
      110,      00,   198708,   2.74,  71.87,  -1.28,    .63,    .14,  -1.21,    299,     16,    .35,    .22,   -.04,   -.49,   -.52,    .65,    .75,  59.14,   84.6
      110,      00,   198709,   2.19,  65.25,  -1.49,  -1.49,  -1.03,  -1.49,    155,     65,   -.66,   -.28,   -.19,   -.79,    -.5,    .01,    .52,  51.78,  78.71
      110,      00,   198710,   1.15,  52.95,  -2.12,  -2.12,  -2.33,  -2.12,     40,    345,  -1.88,  -1.64,  -1.33,   -.74,   -.96,    -.7,   -.07,     39,   66.9
      110,      00,   198711,   2.55,  43.97,  -2.03,  -2.03,   -.39,  -2.03,     15,    501,    .54,   -.83,   -.93,   -.73,   -.85,   -.88,   -.35,  33.13,  54.81
      110,      00,   198712,   2.87,  34.54,  -1.75,  -1.75,    .21,  -1.58,      8,    777,    .91,    .94,    -.2,   -.29,   -.66,    -.5,    .13,  25.18,  43.92
      110,      00,   198801,   1.97,  27.79,  -1.79,  -1.79,   -.65,  -1.79,      5,    998,   -.56,    .25,     .5,   -.48,   -.28,   -.56,    .28,  17.44,  38.14
      110,      00,   198802,   1.52,  33.69,  -1.99,  -1.99,  -1.17,  -1.99,      5,    768,   -1.4,  -1.42,   -.45,   -.97,    -.8,    -.9,   -.07,  21.72,  45.64
      110,      00,   198803,   2.04,   42.4,  -2.38,  -2.38,  -1.77,  -2.38,     13,    593,   -.98,  -1.75,  -1.81,  -1.12,   -.96,  -1.14,   -.08,  29.89,  54.91
      110,      00,   198804,   2.32,  51.82,  -2.36,  -2.36,   -.68,  -2.36,     28,    349,   -.43,   -.92,  -1.71,   -.48,  -1.12,   -.81,   -.05,  38.34,  65.28
